,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Доп. объявление группы,Тип объявления,Мобильное объявление,ID группы,Название группы,Номер группы,"Статус ""Мало показов""",ID фразы,Фраза (с минус-словами),Фраза (с минус-словами),Заголовок 1,Заголовок 2,Текст,Длина,,,Ссылка,Отображаемая ссылка,Регион,Организация Яндекс.Справочника,Ставка,Ставка в сетях,Контакты,Статус объявления ,Статус фразы,Заголовки быстрых ссылок,Описания быстрых ссылок,Адреса быстрых ссылок,Турбо-страницы быстрых ссылок,Параметр 1,Параметр 2,Метки,Изображение,Креатив,Статус модерации креатива,Турбо-страница,Уточнения,Минус-фразы на группу,Возрастные ограничения,Реклама мобильных приложений: настройки на группу,,,,Реклама мобильных приложений: настройки на объявление,,,,
-,Текстово-графическое,-,68469753,Группа №68469753,13,-,558348730,подбор кадров,68473004,Решаем вопросы с персоналом,,"Кадровое агентство ""Тор и партнеры"" - скидки до 25% на подбор специалистов",27,,72,http://thor-hr.ru,,Москва и область,,"5,59","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68469753,Группа №68469753,13,-,558348732,лучшие кадровые агентства,68473004,Решаем вопросы с персоналом,,"Кадровое агентство ""Тор и партнеры"" - скидки до 25% на подбор специалистов",27,,72,http://thor-hr.ru,,Москва и область,,"0,76","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68469753,Группа №68469753,13,-,558348723,список кадровых агентств,68473004,Решаем вопросы с персоналом,,"Кадровое агентство ""Тор и партнеры"" - скидки до 25% на подбор специалистов",27,,72,http://thor-hr.ru,,Москва и область,,"3,05","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68469753,Группа №68469753,13,-,558348718,вакансии кадровых агентств,68473004,Решаем вопросы с персоналом,,"Кадровое агентство ""Тор и партнеры"" - скидки до 25% на подбор специалистов",27,,72,http://thor-hr.ru,,Москва и область,,"11,69","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68469753,Группа №68469753,13,-,558348733,кадровое агентство москва,68473004,Решаем вопросы с персоналом,,"Кадровое агентство ""Тор и партнеры"" - скидки до 25% на подбор специалистов",27,,72,http://thor-hr.ru,,Москва и область,,"5,59","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68469753,Группа №68469753,13,-,558348724,адреса кадровых агентств,68473004,Решаем вопросы с персоналом,,"Кадровое агентство ""Тор и партнеры"" - скидки до 25% на подбор специалистов",27,,72,http://thor-hr.ru,,Москва и область,,"0,76","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68469753,Группа №68469753,13,-,558348728,нанять специалиста,68473004,Решаем вопросы с персоналом,,"Кадровое агентство ""Тор и партнеры"" - скидки до 25% на подбор специалистов",27,,72,http://thor-hr.ru,,Москва и область,,"0,76","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68469753,Группа №68469753,13,-,558348721,кадровое агентство подбор,68473004,Решаем вопросы с персоналом,,"Кадровое агентство ""Тор и партнеры"" - скидки до 25% на подбор специалистов",27,,72,http://thor-hr.ru,,Москва и область,,"8,39","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68469753,Группа №68469753,13,-,558348727,кадровый центр москва,68473004,Решаем вопросы с персоналом,,"Кадровое агентство ""Тор и партнеры"" - скидки до 25% на подбор специалистов",27,,72,http://thor-hr.ru,,Москва и область,,"7,63","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68469753,Группа №68469753,13,-,558348722,нанять менеджера,68473004,Решаем вопросы с персоналом,,"Кадровое агентство ""Тор и партнеры"" - скидки до 25% на подбор специалистов",27,,72,http://thor-hr.ru,,Москва и область,,"0,76","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68469753,Группа №68469753,13,-,558348731,агентство +по подбору персонала -кадровый,68473004,Решаем вопросы с персоналом,,"Кадровое агентство ""Тор и партнеры"" - скидки до 25% на подбор специалистов",27,,72,http://thor-hr.ru,,Москва и область,,"9,92","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68469753,Группа №68469753,13,-,558348729,кадровые агентства +по подбору персонала,68473004,Решаем вопросы с персоналом,,"Кадровое агентство ""Тор и партнеры"" - скидки до 25% на подбор специалистов",27,,72,http://thor-hr.ru,,Москва и область,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68469753,Группа №68469753,13,-,558348719,нанять бухгалтера,68473004,Решаем вопросы с персоналом,,"Кадровое агентство ""Тор и партнеры"" - скидки до 25% на подбор специалистов",27,,72,http://thor-hr.ru,,Москва и область,,"0,76","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68469753,Группа №68469753,13,-,558348725,нанять +на работу,68473004,Решаем вопросы с персоналом,,"Кадровое агентство ""Тор и партнеры"" - скидки до 25% на подбор специалистов",27,,72,http://thor-hr.ru,,Москва и область,,"0,76","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68469753,Группа №68469753,13,-,558348734,нанять секретаря,68473004,Решаем вопросы с персоналом,,"Кадровое агентство ""Тор и партнеры"" - скидки до 25% на подбор специалистов",27,,72,http://thor-hr.ru,,Москва и область,,"0,76","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68469753,Группа №68469753,13,-,558348720,кадровое агентство -адрес -подбор -список -хороший -москва -вакансия,68473004,Решаем вопросы с персоналом,,"Кадровое агентство ""Тор и партнеры"" - скидки до 25% на подбор специалистов",27,,72,http://thor-hr.ru,,Москва и область,,"5,85","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
